[Version1]
FullName,Value
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[74],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[75],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[76],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[77],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[78],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[79],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[8],176
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[80],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[81],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[82],0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Input[9],176
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.k,0.0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.NbC,0.0
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.Output,
Controller.Micro850.Micro850.RS232.RA_ASCII_INPUT_TO_STRING_1.PesoBascula,0.0
Controller.Micro850.Micro850.RS232.resttt,
Controller.Micro850.Micro850.RS232.teset,FALSE
Controller.Micro850.Micro850.RS232.test,
Controller.Micro850.Micro850.setPoint,17.0
Controller.Micro850.Micro850.Valvula,FALSE
Controller.Micro850.Micro850.watchDOG.ET,T#0s
Controller.Micro850.Micro850.watchDOG.IN,FALSE
Controller.Micro850.Micro850.watchDOG.Pdate,T#0s
Controller.Micro850.Micro850.watchDOG.PT,T#2s
Controller.Micro850.Micro850.watchDOG.Q,FALSE
Controller.Micro850.Micro850.watchDOG.Redge,FALSE
